Doc Id	PMID		Sentence	Start Point	End Point	Length	Text	Notes	UMLS Code	UMLS Concept Name	Possible Alternative Codes		
45	10441329	3	Using homologous recombination to disrupt the normal translation of ATP7B, we have generated a strain of mice that are homozygous mutants (null) for the Wilson disease gene.	154	167	14	Wilson disease	textual	C0019202	Hepatolenticular Degeneration			
46	10441329	9	In summary, inactivation of the murine ATP7B gene produces a form of cirrhotic liver disease that resembles Wilson disease in humans and the 'toxic milk' phenotype in the mouse..	70	92	23	cirrhotic liver disease	intuitive: search of "liver cirrhosis" yields correct UMLS code	C0023890	Liver Cirrhosis			
46	10441329	9	In summary, inactivation of the murine ATP7B gene produces a form of cirrhotic liver disease that resembles Wilson disease in humans and the 'toxic milk' phenotype in the mouse..	109	122	14	Wilson disease	textual	C0019202	Hepatolenticular Degeneration			
47	10441571	1	The PAX6 gene is involved in ocular morphogenesis, and PAX6 mutations have been detected in various types of ocular anomalies, including aniridia, Peters anomaly, corneal dystrophy, congenital cataract, and foveal hypoplasia.	110	125	16	ocular anomalies	intuitive	C0015393	Eye Abnormalities			
47	10441571	1	The PAX6 gene is involved in ocular morphogenesis, and PAX6 mutations have been detected in various types of ocular anomalies, including aniridia, Peters anomaly, corneal dystrophy, congenital cataract, and foveal hypoplasia.	138	145	8	aniridia	textual	C0003076	Aniridia			
47	10441571	1	The PAX6 gene is involved in ocular morphogenesis, and PAX6 mutations have been detected in various types of ocular anomalies, including aniridia, Peters anomaly, corneal dystrophy, congenital cataract, and foveal hypoplasia.	148	161	14	Peters anomaly	textual	C0344559	Irido-corneo-trabecular dysgenesis			
47	10441571	1	The PAX6 gene is involved in ocular morphogenesis, and PAX6 mutations have been detected in various types of ocular anomalies, including aniridia, Peters anomaly, corneal dystrophy, congenital cataract, and foveal hypoplasia.	164	180	17	corneal dystrophy	textual	C0010036	Corneal dystrophy			
47	10441571	1	The PAX6 gene is involved in ocular morphogenesis, and PAX6 mutations have been detected in various types of ocular anomalies, including aniridia, Peters anomaly, corneal dystrophy, congenital cataract, and foveal hypoplasia.	183	201	19	congenital cataract	textual	C0009691	Congenital cataract			
47	10441571	1	The PAX6 gene is involved in ocular morphogenesis, and PAX6 mutations have been detected in various types of ocular anomalies, including aniridia, Peters anomaly, corneal dystrophy, congenital cataract, and foveal hypoplasia.	208	224	17	foveal hypoplasia	textual	C1969726	FOVEAL HYPOPLASIA			
48	10447259	1	Wiskott-Aldrich syndrome (WAS) is an X-linked recessive immunodeficiency characterized by thrombocytopenia, eczema, and recurrent infections, and caused by mutations in the WAS protein (WASP) gene.	27	29	3	WAS	textual - does yield the correct code, but also yields 20 other codes	C0043194	Wiskott-Aldrich Syndrome			
48	10447259	1	Wiskott-Aldrich syndrome (WAS) is an X-linked recessive immunodeficiency characterized by thrombocytopenia, eczema, and recurrent infections, and caused by mutations in the WAS protein (WASP) gene.	1	24	24	Wiskott-Aldrich syndrome	textual	C0043194	Wiskott-Aldrich Syndrome			
48	10447259	1	Wiskott-Aldrich syndrome (WAS) is an X-linked recessive immunodeficiency characterized by thrombocytopenia, eczema, and recurrent infections, and caused by mutations in the WAS protein (WASP) gene.	91	106	16	thrombocytopenia	textual - was not annotated originally		Thrombocytopenia	C0040034		
48	10447259	1	Wiskott-Aldrich syndrome (WAS) is an X-linked recessive immunodeficiency characterized by thrombocytopenia, eczema, and recurrent infections, and caused by mutations in the WAS protein (WASP) gene.	109	114	6	eczema	textual - was not annotated originally		Eczema	C0013595		
48	10447259	1	Wiskott-Aldrich syndrome (WAS) is an X-linked recessive immunodeficiency characterized by thrombocytopenia, eczema, and recurrent infections, and caused by mutations in the WAS protein (WASP) gene.	131	140	10	infections	textual - search yields both UMLS codes, but also yields 2 other codes	T0000020 - C0021311,C0009450	Infection - Group name			
49	10470088	3	Most sporadic colorectal cancers also have two APC mutations.	15	32	18	colorectal cancers	textual - search yields 2 out of 3 UMLS codes, does not yield C0346629	T0000016 - C0346629,C0009402,C1527249	Malignant neoplasm of large intestine - group name			
50	10470286	8	Our data demonstrate that mutations occur in the Mxi1 gene in neurofibrosarcoma.	63	79	17	neurofibrosarcoma	textual	C0206729	Neurofibrosarcoma			
51	10470286	9	Missense mutations in the functional domain of Mxi1 in these cases may be involved in the pathogenesis of neurofibrosarcoma..	107	123	17	neurofibrosarcoma	textual	C0206729	Neurofibrosarcoma			
52	10480214	4	These results confirmed the diagnosis of X-linked Emery-Dreifuss muscular dystrophy (EDMD), and reinforce the necessity of molecular genetic diagnosis of the membrane protein emerin in younger patients with possible EDMD before appearance of the typical symptoms, to avoid sudden cardiac death..	86	89	4	EDMD	textual	C0751337	X-Linked Emery-Dreifuss Muscular Dystrophy			
52	10480214	4	These results confirmed the diagnosis of X-linked Emery-Dreifuss muscular dystrophy (EDMD), and reinforce the necessity of molecular genetic diagnosis of the membrane protein emerin in younger patients with possible EDMD before appearance of the typical symptoms, to avoid sudden cardiac death..	217	220	4	EDMD	textual	C0751337	X-Linked Emery-Dreifuss Muscular Dystrophy			
52	10480214	4	These results confirmed the diagnosis of X-linked Emery-Dreifuss muscular dystrophy (EDMD), and reinforce the necessity of molecular genetic diagnosis of the membrane protein emerin in younger patients with possible EDMD before appearance of the typical symptoms, to avoid sudden cardiac death..	42	83	42	X-linked Emery-Dreifuss muscular dystrophy	textual	C0751337	X-Linked Emery-Dreifuss Muscular Dystrophy			
52	10480214	4	These results confirmed the diagnosis of X-linked Emery-Dreifuss muscular dystrophy (EDMD), and reinforce the necessity of molecular genetic diagnosis of the membrane protein emerin in younger patients with possible EDMD before appearance of the typical symptoms, to avoid sudden cardiac death..	274	293	20	sudden cardiac death	textual	C0085298	Sudden Cardiac Death			
53	10484765	1	The mutation causing myotonic dystrophy (DM) has been identified as a CTG expansion in the 3'-untranslated region (3'-UTR) of the DM protein kinase gene ( DMPK ), but the mechanism(s) of pathogenesis remain unknown.	42	43	2	DM	textual - search will yield 1 of 2 UMLS codes (C0027126), but also yields 8 other UMLS codes.	T0000024 - C0027126,C0242007	Myotonic Dystrophy -  Group name			
53	10484765	1	The mutation causing myotonic dystrophy (DM) has been identified as a CTG expansion in the 3'-untranslated region (3'-UTR) of the DM protein kinase gene ( DMPK ), but the mechanism(s) of pathogenesis remain unknown.	22	39	18	myotonic dystrophy	textual - search yields 1 of 2 UMLS codes (C0027126).  The second code has to do with muscular dystrophy and must be searched intuitively.	T0000024 - C0027126,C0242007	Myotonic Dystrophy -  Group name			
54	10484981	2	Although hereditary TP53 mutation is very rare in different human cancers, it has been frequently reported in Li-Fraumeni syndrome.	67	73	7	cancers	textual - search yields correct UMLS code, but also yields 3 others	C0006826	Malignant Neoplasms			
54	10484981	2	Although hereditary TP53 mutation is very rare in different human cancers, it has been frequently reported in Li-Fraumeni syndrome.	111	130	20	Li-Fraumeni syndrome	textual	C0085390	Li-Fraumeni Syndrome			
55	10484981	4	In a Turkish family with the diagnosis of Li-Fraumeni syndrome, we analyzed the mutation pattern of TP53, P57KIP2, P15INK4B, and P16INK4A in the peripheral blood, and loss of heterozygosity (homo/hemizygous deletion) pattern of TP53 and P15INK4B/P16INK4A in two tumor tissues.	43	62	20	Li-Fraumeni syndrome	textual	C0085390	Li-Fraumeni Syndrome			
55	10484981	4	In a Turkish family with the diagnosis of Li-Fraumeni syndrome, we analyzed the mutation pattern of TP53, P57KIP2, P15INK4B, and P16INK4A in the peripheral blood, and loss of heterozygosity (homo/hemizygous deletion) pattern of TP53 and P15INK4B/P16INK4A in two tumor tissues.	263	267	5	tumor	textual - yields correct UMLS code, but also provided 1 other code	C0027651	Neoplasms			
56	10487695	9	It is now possible to use gene diagnostics of this unique NIS mutation to identify patients with congenital hypothyroidism due to an iodide transport defect in this family and to determine the carrier state of potential parents for genetic counseling and arranging rapid and early diagnosis of their infants..	98	122	25	congenital hypothyroidism	textual - yields correct UMLS code, but also provided 1 other code	C0010308	Cretinism			
56	10487695	9	It is now possible to use gene diagnostics of this unique NIS mutation to identify patients with congenital hypothyroidism due to an iodide transport defect in this family and to determine the carrier state of potential parents for genetic counseling and arranging rapid and early diagnosis of their infants..	134	156	23	iodide transport defect	textual	C0271826	Iodide transport defect			
57	10502833	2	In order to investigate the molecular basis for argininemia in four unrelated Portuguese patients (two from northern Portugal and two from Madeira Island) we performed a DNA sequence analysis of all the exons and exon/intron boundaries of the liver-type arginase gene ARG1.	49	59	11	argininemia	textual	C0268548	Hyperargininemia			
58	10519880	1	OBJECTIVES: A Japanese family with cerebrotendinous xanthomatosis (CTX) was investigated for a sequence alteration in the sterol 27-hydroxylase gene CYP27.	68	70	3	CTX	textual - yields correct UMLS code, but also yields 2 other codes	C0238052	Xanthomatosis, Cerebrotendinous			
58	10519880	1	OBJECTIVES: A Japanese family with cerebrotendinous xanthomatosis (CTX) was investigated for a sequence alteration in the sterol 27-hydroxylase gene CYP27.	36	65	30	cerebrotendinous xanthomatosis	textual	C0238052	Xanthomatosis, Cerebrotendinous			
59	10521293	3	Direct DNA sequencing was done to screen the entire coding region of the WFS1 gene in 30 patients from 19 British kindreds with Wolfram syndrome.	129	144	16	Wolfram syndrome	textual	C0043207	Wolfram Syndrome			
60	10528243	1	To determine the prevalence and characterize demographic, clinical, and genetic features of familial Mediterranean fever (FMF) of late onset, all patients experiencing their first FMF attack at age 40 years or more were identified using the computerized registry of our FMF clinic, and then thoroughly interviewed and examined.	123	125	3	FMF	textual - yields correct UMLS code, but also yields 1 other code	C0031069	Familial Mediterranean Fever			
60	10528243	1	To determine the prevalence and characterize demographic, clinical, and genetic features of familial Mediterranean fever (FMF) of late onset, all patients experiencing their first FMF attack at age 40 years or more were identified using the computerized registry of our FMF clinic, and then thoroughly interviewed and examined.	181	183	3	FMF	textual - yields correct UMLS code, but also yields 1 other code	C0031069	Familial Mediterranean Fever			
60	10528243	1	To determine the prevalence and characterize demographic, clinical, and genetic features of familial Mediterranean fever (FMF) of late onset, all patients experiencing their first FMF attack at age 40 years or more were identified using the computerized registry of our FMF clinic, and then thoroughly interviewed and examined.	93	120	28	familial Mediterranean fever	textual	C0031069	Familial Mediterranean Fever			
61	10528853	1	The hereditary breast and ovarian cancer syndrome is associated with a high frequency of BRCA1 mutations.	5	40	36	hereditary breast and ovarian cancer	intuitive: list is present search of "familial breast cancer" yields correct UMLS code	T0000029 -C0238033, C0007104,C0006142,C0678222	Malignant Breast Neoplasm,Female Breast Carcinoma  - Malignant Breast Neoplasm,Malignant neoplasm of breast	hereditary breast/ovarian cancer (BRCA1, BRCA2) - C0677776, Familial cancer of breast C0346153, C0677776 -hereditary breast and ovarian cancer syndrome		
61	10528853	1	The hereditary breast and ovarian cancer syndrome is associated with a high frequency of BRCA1 mutations.	5	40	36	hereditary breast and ovarian cancer	intuitive - list is present	C1833686	OVARIAN CANCER, FAMILIA	T0000018 - C0029925, C1140680 		
62	10528860	2	At 7 years of age he was referred to us by the paediatrician because of symptoms of Prader-Willi syndrome PWS.	107	109	3	PWS	textual	C0032897	Prader-Willi Syndrome			
62	10528860	2	At 7 years of age he was referred to us by the paediatrician because of symptoms of Prader-Willi syndrome PWS.	85	105	21	Prader-Willi syndrome	textual	C0032897	Prader-Willi Syndrome			
63	10533031	1	Friedreich ataxia is an autosomal recessive disorder caused by mutations in the FRDA gene that encodes a 210-amino acid protein called frataxin.	1	17	17	Friedreich ataxia	textual	C0016719	Friedreich Ataxia			
